target,Present_Price,Kms_Driven,Fuel_Type,Transmission,Owner,car_age
8.5,17.31,24143,0,0,0,16
11.13,15.64,6665,3,1,1,8
4.37,6.31,63429,2,0,2,7
3.2,6.36,43871,3,1,0,2
6.02,10.67,23157,1,1,1,3
6.37,12.33,76061,0,1,1,15
8.81,21.35,103333,2,0,1,17
5.12,7.37,104747,3,1,0,8
4.35,5.65,133216,0,1,0,14
13.16,20.6,99334,3,1,0,18
18.21,20.68,109938,0,0,0,8
13.1,23.81,175918,2,1,1,7
1.95,4.0,70273,1,1,2,10
13.8,19.77,21038,0,0,0,5
5.99,6.79,140947,0,1,0,7
5.34,7.49,110815,0,1,1,5
17.31,22.55,13971,2,0,2,20
2.74,6.73,31244,3,1,0,4
10.95,13.22,113809,2,1,1,5
6.19,13.33,72334,0,0,1,5
4.81,7.32,62491,1,1,2,2
4.17,9.21,166222,0,0,1,8
11.65,17.7,141293,1,0,1,6
12.19,15.75,13971,3,1,0,16
8.16,16.96,67345,3,0,1,16
10.15,16.83,156309,2,0,0,14
15.02,17.42,139870,1,0,1,12
9.57,13.04,30297,0,0,1,3
10.83,24.22,38089,3,0,0,20
6.6,9.75,119337,1,1,0,9
15.39,20.07,57082,1,0,2,13
8.83,18.26,144164,3,1,2,13
9.12,14.9,164820,0,0,1,16
19.33,22.82,115431,0,0,0,8
6.26,8.53,150688,3,0,0,18
10.62,13.58,47009,2,0,1,16
3.16,7.25,96857,1,1,2,2
11.96,23.78,44805,0,1,2,2
6.52,14.45,142426,2,0,1,17
9.35,14.91,164917,0,1,1,17
3.36,5.48,127296,2,1,2,12
3.47,4.95,196826,0,0,2,17
5.56,12.28,172263,0,0,1,7
10.01,24.63,26782,1,1,2,12
15.85,17.64,32253,2,1,2,7
14.02,15.99,173474,3,1,1,17
10.87,17.8,163284,3,0,1,2
19.14,22.0,14771,3,1,0,2
4.14,5.17,113041,0,0,1,10
5.11,9.09,17530,1,0,2,13
16.09,19.57,50103,0,1,1,8
2.33,5.23,194252,0,1,1,11
5.67,8.82,190439,2,1,0,14
2.31,3.35,54752,0,0,2,10
5.57,7.37,28735,0,0,2,18
5.3,11.73,105988,3,1,1,9
6.17,8.41,45635,3,1,2,19
5.21,8.4,64200,1,0,0,13
17.91,21.87,131687,1,1,2,20
9.95,11.79,155852,0,0,1,2
6.17,11.02,66526,3,0,2,9
9.52,20.5,156770,2,1,2,13
14.15,18.84,193105,1,0,2,13
8.52,13.13,119785,3,1,2,19
12.97,15.3,20085,1,0,0,6
6.43,15.53,195778,2,1,1,12
11.75,17.56,86218,0,0,0,14
13.69,24.56,158845,3,1,0,3
3.37,4.4,113451,1,1,0,1
8.46,19.03,91976,2,0,2,5
2.97,6.05,94992,0,0,1,5
3.0,5.0,73289,0,0,1,5
12.2,14.53,10347,3,1,0,17
9.83,24.2,143705,2,1,2,20
9.88,11.25,23189,2,1,1,2
15.53,22.19,45546,1,1,2,17
8.69,20.92,121681,3,0,0,16
11.89,18.03,159692,2,1,2,9
15.93,23.63,177618,2,1,1,10
9.73,11.05,67770,1,1,1,13
18.66,23.17,130940,3,0,2,19
10.34,15.65,144441,1,0,0,2
17.27,19.8,81797,2,0,0,6
1.97,3.52,32346,2,0,1,5
7.22,14.61,15913,0,0,2,19
13.03,14.75,17375,1,1,2,19
15.87,19.25,142359,0,1,0,7
18.07,23.9,63082,1,1,2,6
1.68,3.34,105004,0,1,2,1
20.06,24.66,107214,2,1,0,10
4.45,8.42,180251,0,0,1,1
7.15,12.15,113433,2,1,2,20
1.82,3.92,122736,3,1,0,8
2.51,4.46,145755,2,0,1,5
5.23,8.75,36300,3,1,0,2
15.92,24.9,127934,1,0,0,4
10.3,19.78,22668,0,1,1,18
17.27,19.92,178769,1,1,2,1
19.81,23.87,94482,1,0,0,20
10.14,11.61,45133,3,1,2,19
6.44,10.39,194053,3,0,2,14
2.63,6.15,88244,2,1,2,15
9.49,11.15,42614,3,1,2,10
9.61,20.9,153623,3,1,2,19
14.01,23.62,174027,2,1,2,5
14.67,16.48,95478,2,0,2,5
5.69,7.92,80199,2,1,1,9
5.9,12.5,83605,2,0,0,20
4.63,7.58,111376,2,0,1,9
8.06,11.0,90461,1,1,2,6
11.31,15.5,196183,0,0,1,14
4.89,7.7,42049,2,0,0,11
6.57,7.78,149623,2,0,0,14
5.59,11.49,179848,1,1,0,14
8.31,9.96,69408,2,1,2,7
8.34,20.31,27478,0,0,1,17
10.72,19.36,60839,0,0,1,14
10.19,18.48,80953,1,1,1,10
8.9,14.71,167080,2,1,0,17
17.89,23.0,30446,2,0,1,16
14.79,19.88,158662,2,0,0,15
13.63,23.83,153578,3,1,0,5
9.98,16.73,182569,3,0,1,16
4.41,10.8,134695,2,0,1,18
12.19,14.3,141428,2,1,0,14
11.5,18.41,73973,0,0,2,13
11.83,17.51,92272,3,0,1,6
13.61,22.9,104619,2,0,2,14
5.58,11.96,94686,0,0,1,7
4.15,4.83,122931,0,1,0,12
4.9,8.35,51427,1,1,0,17
16.03,19.2,94426,3,0,2,20
14.33,20.29,32743,1,1,0,10
7.56,18.8,29008,1,1,1,18
10.69,16.76,55499,2,0,1,10
13.69,22.03,21060,3,1,0,2
4.24,6.17,147081,3,1,0,12
9.45,19.64,64694,0,0,0,10
6.54,8.52,95376,3,0,0,7
2.49,4.36,134478,2,0,0,18
7.49,10.0,99759,3,0,1,18
11.31,19.33,130946,2,1,0,9
3.89,6.75,186106,2,0,1,2
9.96,12.95,42246,2,1,1,6
11.76,24.77,170725,3,1,0,8
10.65,23.81,61883,2,0,1,2
1.67,3.48,107821,0,1,1,14
11.68,18.92,118470,2,0,0,1
15.29,23.96,190079,1,0,0,18
9.87,13.79,85742,0,1,2,7
11.17,14.65,94416,0,1,0,16
5.62,11.14,69516,1,0,1,6
7.87,10.5,91785,0,1,0,3
8.57,15.39,10084,2,0,0,5
11.73,13.8,162967,3,0,0,4
15.37,18.66,100363,2,1,2,12
6.54,10.2,167700,0,0,1,20
18.21,22.43,57444,3,1,2,1
7.86,14.52,137154,2,0,1,14
2.56,6.17,11627,3,0,0,14
8.02,16.77,150559,0,0,1,6
4.61,7.35,164001,1,1,0,12
14.11,22.09,149854,0,1,2,19
8.42,17.22,108687,3,0,2,7
1.66,3.87,139141,2,1,0,2
4.57,5.25,47829,3,0,1,16
7.81,12.08,23239,3,0,2,18
12.16,15.06,28454,1,0,0,16
2.88,4.24,184181,1,1,0,13
17.27,19.69,45011,0,0,2,13
2.21,3.42,80927,3,1,2,8
4.9,7.59,157761,3,1,1,19
5.45,6.35,6926,0,0,2,14
5.07,6.52,57844,0,0,1,8
3.52,5.62,79811,2,1,0,8
8.89,11.52,32978,1,1,2,19
7.92,10.94,19252,0,1,1,11
6.44,7.76,52426,2,0,1,20
13.97,16.24,48321,0,1,2,8
15.94,22.46,13178,0,0,1,17
8.54,19.03,46808,1,0,2,8
3.39,4.67,114441,3,0,0,9
6.01,13.05,58651,2,1,0,12
15.82,18.95,124339,0,1,2,18
10.11,13.55,196741,3,0,0,2
8.45,13.94,127080,3,0,2,19
15.07,18.82,58136,0,1,2,11
8.79,20.83,175441,2,1,2,6
6.5,9.3,28177,2,0,2,19
8.97,18.98,146758,2,0,1,9
11.67,24.64,81663,2,0,0,6
4.85,8.57,41081,2,1,0,1
6.68,14.14,168856,1,1,2,10
4.03,4.8,114832,3,1,1,8
13.56,17.62,48175,2,0,2,3
9.97,15.07,108536,1,0,2,9
5.0,7.97,173795,3,0,0,17
9.53,18.29,85361,0,1,0,18
1.55,3.36,82538,3,0,1,20
8.97,12.28,98720,0,0,1,17
6.73,9.68,167334,3,1,1,14
8.05,10.73,72051,3,0,2,10
10.43,24.88,104606,3,0,2,5
3.94,4.83,194865,2,0,0,18
13.84,24.65,14002,2,0,0,1
15.0,18.04,160563,2,1,1,20
14.68,18.34,106758,3,1,2,12
7.54,13.8,123417,3,0,1,4
9.05,18.11,25138,1,0,2,17
11.02,19.99,16501,0,1,2,15
9.37,20.79,35432,1,0,1,6
8.4,20.48,117714,0,0,1,9
6.86,9.14,151088,3,0,2,19
11.55,13.44,137936,3,1,0,9
4.43,7.11,56515,0,0,0,2
10.75,15.81,35369,1,0,0,15
2.13,3.25,20727,3,1,1,8
8.33,10.03,68878,1,0,1,16
3.5,5.18,106674,3,1,2,14
14.02,21.95,22824,1,0,2,16
14.25,23.63,73804,3,0,0,9
10.59,17.78,102958,1,0,2,14
18.85,22.55,174355,1,0,0,4
7.02,16.2,114397,1,0,1,7
7.38,9.18,175437,0,0,1,8
9.54,13.73,185473,1,0,0,4
16.1,24.45,144654,0,0,1,5
12.35,14.3,87064,1,0,1,1
15.62,21.17,140704,0,1,2,14
11.31,20.65,185442,0,0,2,16
5.19,6.82,194947,1,0,0,4
7.22,11.25,107663,2,1,1,5
4.05,4.59,37618,2,1,0,1
20.31,23.41,124212,0,1,1,12
21.91,24.59,169655,3,0,1,19
2.6,5.63,52475,3,0,0,10
11.7,14.77,38402,1,1,0,3
7.92,10.43,168672,2,1,0,17
14.06,16.28,74923,1,1,2,1
4.84,9.97,62638,1,1,0,2
15.52,19.29,75707,3,0,0,2
11.09,13.11,48422,0,1,0,13
10.37,12.57,162212,1,1,0,11
8.87,18.67,121005,2,0,0,7
7.2,12.61,142346,2,0,2,5
4.92,11.21,189406,1,1,0,14
5.65,10.77,76864,1,0,0,10
3.62,8.37,187866,2,0,1,2
8.59,13.8,194839,3,0,1,20
5.7,8.92,73120,1,1,1,13
1.81,4.06,64920,3,0,0,9
11.15,23.5,123777,2,1,0,4
4.27,9.86,141448,3,0,2,7
12.29,23.72,49020,3,1,1,5
9.98,14.75,126251,1,1,0,15
7.96,10.16,50034,3,0,0,20
3.34,4.06,45870,0,0,0,15
5.18,6.85,33803,3,0,0,6
7.45,9.32,143646,2,0,2,20
14.59,18.8,111220,2,0,0,2
6.78,7.55,162233,3,0,1,19
7.22,11.22,87456,1,1,1,11
14.77,20.39,41659,2,1,0,2
14.72,22.88,71301,2,1,1,13
6.35,12.15,18460,3,0,0,16
11.16,13.23,106333,3,0,2,9
5.86,13.5,130687,1,1,0,3
4.23,6.21,191411,3,0,0,17
7.49,11.88,165674,0,0,0,6
12.37,15.88,119923,3,1,1,4
13.42,17.53,120307,1,1,0,10
5.84,11.45,108389,0,1,0,1
12.41,15.52,114468,2,1,0,7
3.51,6.59,14820,3,0,0,18
3.47,5.51,180483,0,0,2,5
8.51,15.05,199540,1,1,0,3
7.08,12.55,76352,0,0,0,20
4.36,9.61,72539,1,1,1,2
15.68,23.37,187814,2,0,2,16
4.61,9.58,68568,3,1,1,10
12.71,20.93,45382,0,1,1,8
11.84,13.7,133938,1,0,0,13
4.74,8.35,48226,0,1,0,11
1.94,4.81,198312,2,1,2,18
15.78,24.82,5547,1,0,2,16
7.42,17.65,27942,0,1,2,9
9.9,24.74,166051,1,0,0,18
13.14,16.05,166332,0,1,1,12
15.7,21.75,46259,3,1,2,1
2.71,3.7,93777,2,0,1,11
9.72,12.2,66636,0,1,1,8
8.12,18.47,14646,3,1,1,16
3.4,6.29,24252,0,0,1,16
4.18,5.7,173902,0,0,2,7
5.46,11.01,107444,3,0,1,19
15.22,20.88,126504,0,1,1,15
14.58,17.48,153522,3,0,1,7
6.5,13.71,92701,1,0,0,18
8.73,12.19,7418,0,1,0,15
10.0,19.97,136354,0,0,2,5
8.21,16.47,165490,2,0,0,2
7.17,10.32,111780,2,0,2,11
6.6,8.08,87622,2,0,2,2
17.87,20.97,180225,2,1,2,19
2.02,3.89,122768,2,1,1,13
18.2,20.92,148273,0,0,2,3
8.02,14.75,149797,1,0,0,14
12.94,17.43,8725,0,0,0,3
3.1,5.86,196631,0,1,1,17
8.55,19.04,99746,0,1,0,14
19.09,21.77,5872,0,1,1,17
3.59,5.67,145140,2,1,1,10
8.65,10.77,106680,0,1,0,18
4.11,6.21,47032,1,0,0,15
9.84,21.78,118351,2,1,0,10
13.17,17.02,158709,1,0,1,1
14.57,17.14,57196,2,1,2,10
2.93,3.38,179215,2,0,1,9
4.15,5.95,30159,3,0,1,18
19.45,24.91,195291,3,1,1,3
8.85,21.09,81926,3,1,2,3
11.32,20.95,45117,3,1,1,12
7.92,19.25,111658,0,1,0,11
9.45,16.26,31246,0,0,0,4
12.55,15.68,157627,3,0,2,15
18.61,23.09,25883,0,1,1,3
4.4,9.86,115145,0,1,0,19
9.6,23.88,159220,3,0,1,17
3.72,5.35,46630,1,0,0,3
12.96,17.27,154163,3,1,2,15
4.41,6.73,183899,3,1,1,16
4.16,8.23,117649,1,0,0,3
20.89,24.42,112883,0,1,2,8
5.59,8.61,163664,2,0,2,7
10.83,15.69,172987,1,1,0,16
11.4,19.09,184324,0,1,2,19
7.64,18.78,187510,0,0,0,14
15.8,18.93,37307,2,0,1,16
11.01,21.87,43250,1,0,1,14
5.07,12.62,71089,1,1,2,12
8.82,14.53,58435,1,0,0,6
15.79,19.92,129055,3,0,1,7
10.72,12.89,185468,2,1,1,13
5.16,12.64,39992,2,1,2,13
7.79,17.12,42930,0,0,2,4
8.44,20.59,110831,3,0,1,4
17.03,19.67,180229,1,1,0,13
8.01,10.2,185784,0,0,0,20
4.1,5.39,85304,0,1,2,15
12.11,17.74,162698,3,0,2,8
9.55,22.59,90122,0,1,2,14
12.17,13.85,117937,3,1,0,10
13.98,22.06,58728,3,0,2,7
4.0,7.86,61238,3,1,2,16
4.08,5.65,78508,1,0,0,7
4.46,5.61,70619,1,0,2,1
11.6,14.9,177306,2,0,1,12
2.55,4.95,157798,0,0,2,17
15.98,23.56,123582,3,1,2,9
3.74,7.24,46144,1,1,0,12
6.94,9.49,21062,1,1,2,16
9.05,11.07,83536,1,1,1,14
1.32,3.17,103182,2,1,0,8
2.09,4.61,113803,1,0,1,14
14.15,21.23,160784,1,0,0,15
11.55,21.41,121673,1,1,1,1
7.12,11.26,145364,3,1,0,11
16.25,23.89,34665,1,1,2,3
17.58,20.58,68041,3,1,1,13
7.87,14.83,73067,1,1,1,4
10.2,21.71,58818,3,0,0,5
8.3,18.86,148321,2,0,1,7
2.95,3.73,8022,3,0,0,20
2.37,4.78,185343,2,1,2,2
3.19,3.57,44262,2,0,1,1
5.24,6.5,148071,2,0,2,12
4.11,6.31,80753,0,0,0,18
5.3,12.56,11881,3,1,1,4
9.88,17.01,28249,0,0,1,9
2.71,5.7,113258,1,0,2,2
8.77,11.06,49626,3,0,0,19
5.31,7.57,112527,2,1,2,7
3.04,7.06,21912,3,0,2,4
17.37,22.58,143750,0,0,1,17
10.89,14.34,104113,3,0,0,13
13.33,17.81,42093,0,0,1,16
5.45,6.49,68626,0,1,0,11
10.65,24.14,71020,2,0,0,11
18.55,23.82,102954,1,1,2,9
5.17,10.48,184092,3,0,1,9
10.02,12.05,78344,3,1,1,11
10.04,15.23,136326,0,0,2,13
7.46,17.82,94110,0,1,0,19
12.1,24.33,98077,0,1,1,14
9.23,20.75,31784,2,1,2,13
8.51,16.34,57066,1,1,0,19
7.2,17.17,64170,3,1,2,8
12.48,13.93,90836,2,1,0,4
6.82,7.59,11964,3,0,0,15
3.85,5.81,161551,1,0,1,3
7.15,8.81,79356,3,1,2,5
9.25,11.62,164840,3,0,2,14
14.96,20.79,142877,0,0,0,18
6.7,11.73,130133,1,1,0,13
16.63,23.72,164008,3,0,1,15
4.65,10.43,25118,0,0,2,10
8.73,21.25,170276,1,0,1,19
10.27,24.26,199971,3,0,0,7
15.68,23.76,19519,0,0,2,19
12.46,21.0,12148,3,1,0,18
16.88,19.89,71591,3,1,1,15
4.44,5.39,169201,1,0,1,2
4.71,5.55,84693,2,0,1,19
11.55,13.49,179878,1,1,0,13
13.1,17.19,166089,3,0,2,13
10.67,16.33,17449,3,0,2,20
21.16,23.57,192341,1,0,2,15
11.39,20.78,177168,2,0,0,2
11.98,20.24,156854,1,0,2,3
8.0,9.48,136186,1,1,0,17
11.74,21.46,63465,2,1,1,15
11.71,18.39,151252,3,0,0,1
3.79,6.83,61598,1,0,2,6
10.69,22.77,141369,3,1,1,13
20.06,22.52,35881,2,1,2,7
8.03,11.94,99036,2,1,2,16
9.41,15.6,95365,1,0,1,8
14.96,17.78,184744,0,1,1,17
13.48,20.1,109509,0,1,0,14
5.42,13.53,63650,2,0,0,15
3.63,5.57,106498,3,0,0,19
15.8,23.8,103354,0,0,2,19
2.58,4.61,198391,2,1,2,1
8.08,17.13,169358,1,0,0,6
6.86,12.69,161981,3,1,2,5
14.56,19.79,112910,1,1,2,8
14.8,19.41,133999,2,1,2,18
1.84,4.47,74086,0,1,0,1
11.28,12.99,28379,0,1,1,14
4.65,5.39,147786,3,1,2,8
1.89,4.73,47829,1,1,2,17
3.98,5.91,134957,2,1,0,10
3.12,4.64,180079,0,1,2,6
2.22,4.05,108701,3,0,1,10
6.08,8.2,58710,2,1,0,19
14.16,19.3,135982,1,1,0,6
14.91,22.32,159401,3,0,2,18
3.87,6.78,148163,2,0,0,7
6.88,8.35,35142,0,1,1,3
13.72,15.59,122871,2,0,2,13
5.59,12.98,188530,1,1,0,17
13.29,19.82,103596,1,1,2,9
4.52,10.21,46737,0,0,2,9
12.58,23.62,185026,1,1,0,6
3.62,6.05,153862,3,1,1,2
12.98,16.4,80708,1,1,1,1
18.3,23.93,186349,2,0,2,19
5.44,9.56,163753,3,0,1,16
10.55,16.77,138047,2,0,0,6
14.15,22.69,110291,1,1,2,13
7.98,9.05,25445,2,0,1,6
4.33,6.3,168483,2,1,1,3
14.08,15.69,134474,0,0,2,4
10.52,18.01,67254,3,0,1,15
7.05,10.3,124704,3,0,2,1
16.62,20.12,94818,0,0,1,15
6.73,11.67,41793,0,1,2,2
12.41,18.04,198818,2,1,2,16
14.19,23.56,94177,3,1,2,2
9.24,18.89,131694,2,1,1,10
4.03,7.88,187084,0,1,2,2
8.96,15.32,107555,2,0,2,17
2.6,3.34,89001,0,1,0,10
14.11,16.82,36451,3,0,2,11
4.38,6.63,57205,1,1,0,5
3.38,7.62,85630,2,0,1,9
2.61,5.36,196085,1,0,2,14
3.21,5.14,116738,3,0,0,4
3.86,9.24,27842,1,0,2,17
17.85,23.86,36985,2,1,1,4
4.65,8.98,39019,0,1,0,20
9.28,15.26,117237,2,0,1,10
14.21,21.98,41233,0,0,2,11
9.8,12.28,100344,0,1,1,2
18.57,23.03,26752,0,1,0,1
2.31,3.94,85436,1,1,0,19
8.94,20.58,88198,0,0,0,17
4.59,7.49,170938,3,0,1,4
8.63,14.55,105418,2,0,2,4
9.78,12.31,172070,2,1,0,13
16.25,21.61,198658,0,1,2,9
15.62,20.72,50317,1,1,0,14
6.59,16.34,174121,3,0,2,14
11.74,22.48,141207,2,1,2,20
8.79,13.19,11350,2,0,0,3
14.41,22.8,130849,0,0,0,15
5.57,6.4,154741,1,0,1,8
4.95,8.3,31804,1,1,2,3
5.1,6.86,124843,2,1,0,5
4.82,7.0,45682,1,1,0,10
17.03,20.59,177293,0,1,0,7
7.63,10.15,100339,1,0,1,15
4.11,5.69,194998,1,0,1,7
13.43,23.72,154695,2,1,1,13
13.1,21.15,157637,1,1,0,1
8.74,10.28,179776,2,1,1,19
5.27,6.04,151358,1,1,0,10
3.57,5.96,100500,1,1,0,17
13.88,19.74,133174,2,1,2,12
8.7,17.68,98680,2,1,0,9
4.73,9.12,84194,3,1,1,20
9.32,10.63,47730,3,1,2,18
5.82,6.68,196303,3,0,0,2
5.97,9.1,197655,1,0,1,5
4.96,7.63,160578,3,0,0,18
9.62,19.1,35293,2,0,2,16
3.28,4.18,163816,3,0,1,16
2.46,5.85,52371,3,1,2,17
13.7,17.56,143714,1,1,1,10
4.11,7.23,104689,3,0,2,2
9.54,20.09,32165,1,1,1,11
12.17,20.38,184055,1,1,2,20
17.17,24.6,44355,1,1,2,10
18.93,24.88,96743,3,0,0,9
10.97,13.92,9479,2,1,1,2
8.31,12.32,99113,0,0,0,14
18.83,21.62,72988,3,0,0,14
2.75,5.71,166022,2,1,0,7
12.63,16.63,121159,2,1,1,1
3.9,5.86,78767,0,0,0,13
6.57,7.88,191209,1,1,0,20
9.65,10.99,111309,2,0,1,1
3.08,4.43,121080,0,0,0,1
4.0,8.53,32898,2,1,0,13
12.15,15.21,36066,3,1,0,19
9.48,15.18,31313,3,1,1,7
2.59,3.94,8441,2,1,2,4
19.61,22.11,33359,2,1,2,20
6.27,11.99,31651,1,1,0,19
9.59,10.94,144118,0,0,0,11
7.56,18.49,11498,1,0,1,17
9.73,18.47,161279,1,1,1,7
17.58,24.99,57524,2,0,1,14
12.17,21.11,25691,1,0,0,7
2.57,4.27,74731,3,0,2,19
2.83,3.55,22776,2,0,0,2
2.03,3.82,176731,3,1,1,12
7.66,17.69,190526,3,1,2,13
13.96,17.22,161744,2,1,0,11
7.36,15.99,184609,2,1,1,6
12.21,24.02,43912,3,0,2,8
6.61,8.46,50664,1,0,2,12
14.37,23.06,165051,3,1,1,2
1.52,3.58,127491,1,1,1,16
15.75,21.5,178213,0,1,0,19
12.39,18.06,166273,2,1,0,9
19.78,24.18,196615,0,1,2,6
15.13,22.67,84721,3,0,2,8
13.18,19.22,66115,0,1,2,4
2.31,4.36,11735,2,0,1,15
17.43,21.23,52141,3,0,0,18
19.91,23.55,138928,0,0,2,18
4.9,6.31,195370,2,0,0,4
4.96,10.8,192008,2,0,1,2
10.01,13.88,149663,2,1,1,19
7.45,10.79,125649,1,1,2,8
15.08,18.44,79197,2,0,2,7
2.33,3.56,123766,3,1,0,7
4.92,10.44,106170,1,0,2,3
5.08,5.75,136735,0,1,2,3
19.97,22.37,41034,2,0,2,19
3.2,4.5,10781,3,1,0,2
8.33,15.9,194994,1,0,0,17
4.64,7.69,193668,0,1,0,13
4.5,10.07,138967,3,0,1,12
6.43,13.9,73729,2,1,0,11
5.49,9.02,153693,2,1,2,11
12.31,18.4,160856,3,0,1,16
2.73,6.2,76171,2,1,1,3
5.04,7.06,108420,2,0,2,1
13.06,15.09,86688,0,0,1,1
7.02,8.75,87196,3,1,2,2
14.76,17.95,20358,0,0,2,1
6.84,10.73,23450,3,0,0,19
8.81,9.92,112686,3,0,1,7
1.71,4.23,132273,0,0,2,1
4.65,8.5,17309,2,0,1,2
9.56,12.03,90688,1,0,1,5
17.14,22.03,133458,3,0,1,7
5.8,7.23,137755,2,1,1,13
16.29,20.58,104945,2,0,0,12
8.23,11.72,92556,1,1,2,17
3.0,6.53,53952,0,0,1,7
10.15,18.27,129242,0,0,0,5
3.58,4.74,78644,3,0,2,17
6.88,17.07,20720,3,0,2,4
18.58,24.6,131143,1,1,0,4
10.01,16.1,98943,0,1,2,2
14.7,20.44,48020,3,1,0,7
3.85,7.49,70858,0,0,1,19
8.08,19.05,144536,0,0,1,2
3.16,6.85,38532,1,0,1,4
3.52,4.04,182162,0,0,2,12
8.73,10.45,43179,3,1,0,6
6.56,9.28,145841,3,0,1,6
6.03,8.34,81931,2,1,0,14
7.2,14.86,184590,2,1,2,3
3.05,4.34,22634,1,0,1,3
3.35,3.73,164614,0,0,2,14
8.64,10.28,65166,3,1,2,13
6.89,12.69,137423,2,1,1,8
7.55,8.6,180643,0,1,2,12
15.65,21.03,99799,1,1,0,14
3.83,8.3,161173,2,0,2,10
10.45,15.74,158701,3,0,1,2
8.35,18.47,130656,1,0,0,2
18.6,20.82,196076,2,1,1,19
16.59,22.9,150947,2,1,0,16
18.14,20.43,44570,2,0,0,2
5.02,7.62,50194,3,1,0,2
1.63,3.99,35663,1,1,0,17
6.78,11.49,118762,3,0,0,4
7.44,15.05,82456,3,1,2,20
19.66,22.75,80854,3,0,1,13
14.58,20.23,149266,0,0,2,7
8.9,21.31,30600,3,0,0,10
9.71,11.14,78124,2,1,1,20
14.13,22.86,17078,2,1,0,20
19.66,22.91,108019,3,1,1,20
11.67,20.77,146991,0,1,2,20
2.6,3.33,152245,2,0,2,1
7.73,11.31,195215,2,0,2,16
10.48,20.27,143400,3,0,2,6
8.82,11.01,102254,1,0,0,18
5.35,13.0,103842,1,1,0,2
9.78,12.5,188905,2,0,0,16
20.28,24.51,150043,0,1,1,11
9.19,10.38,87406,2,0,1,9
11.44,17.76,41167,1,1,2,18
4.35,6.18,29091,2,0,1,3
5.73,6.58,163114,3,1,2,15
10.06,18.86,101060,3,0,1,12
11.94,21.34,16893,1,1,0,5
10.52,13.93,5015,3,0,0,9
7.57,12.02,18851,1,0,0,10
4.65,6.59,151798,3,1,1,4
8.52,17.34,140452,2,1,0,4
3.96,4.59,147146,3,1,0,7
17.79,23.75,173160,3,0,0,9
5.83,6.92,126588,3,1,1,1
15.01,19.45,16434,2,1,0,18
2.99,3.72,23580,0,1,1,19
10.17,22.93,176349,0,0,0,12
13.03,20.54,141813,1,0,0,16
6.78,8.66,128788,3,0,0,1
10.56,20.84,26664,3,0,0,11
7.86,10.74,152188,1,1,1,16
4.46,7.69,195938,1,1,1,11
3.85,4.33,76567,3,0,0,4
13.52,15.05,193153,1,1,1,2
10.1,11.42,170313,2,1,1,13
3.6,4.17,121479,2,0,2,10
9.46,10.75,100478,1,1,2,10
12.68,14.9,92374,3,0,2,19
17.07,19.07,179609,1,1,0,11
9.01,20.14,106685,1,0,2,6
13.38,18.0,19151,1,0,2,6
6.22,11.16,66291,3,1,0,1
5.56,7.01,87246,0,1,0,16
16.94,19.71,188405,0,0,0,7
20.26,22.94,95970,0,0,0,15
4.15,9.22,134056,1,0,2,6
3.08,4.09,97763,0,1,2,3
2.21,4.06,107936,1,1,0,18
3.22,5.61,77727,1,1,2,2
7.94,18.37,79504,0,1,2,1
18.92,22.37,166637,0,1,1,10
6.09,10.49,16981,3,0,1,2
17.11,23.69,8420,2,1,2,2
9.98,18.78,130173,2,1,2,8
14.48,17.57,154494,0,1,0,14
10.76,13.8,103822,0,1,0,8
7.38,16.92,7897,2,0,0,15
4.43,7.04,32726,1,1,2,8
9.4,18.45,44177,0,1,0,2
13.18,19.22,13375,3,1,0,20
9.98,15.23,113528,3,1,0,3
9.28,11.64,62657,3,0,1,8
13.29,19.59,152475,2,1,0,10
12.62,16.06,160607,1,1,0,15
9.76,12.22,51971,2,0,2,13
4.2,4.71,126095,1,0,0,15
10.58,20.63,47494,3,1,1,18
3.95,5.18,164382,3,1,2,15
9.26,23.02,194474,3,1,0,2
7.38,12.6,145386,3,0,2,4
2.99,6.68,186071,3,0,0,5
10.37,14.77,188334,3,1,2,5
10.87,13.55,50187,0,1,2,2
12.05,24.9,41202,1,1,0,17
5.15,7.7,82213,1,1,1,3
8.13,9.1,132736,1,1,1,18
7.82,15.7,191263,1,1,0,9
21.31,24.53,77613,1,1,2,14
10.44,13.96,38342,1,1,0,6
7.99,14.07,114557,2,0,0,16
10.31,18.01,20057,1,0,1,20
5.26,11.75,158239,1,1,2,9
7.71,17.34,161818,2,0,2,20
15.15,21.93,46712,1,1,1,19
14.44,21.53,199477,3,0,0,13
13.46,15.48,58221,2,1,1,16
13.5,15.26,101619,2,1,1,8
8.14,18.41,45100,2,0,0,13
8.69,15.79,71777,2,0,0,11
12.37,16.3,54431,2,1,1,11
5.59,11.29,123912,2,0,0,1
5.01,9.5,43497,1,0,1,18
4.32,5.23,139922,2,0,0,16
8.38,18.94,191440,2,1,0,13
8.82,10.45,67763,2,0,2,3
5.65,11.02,66826,1,1,0,19
15.28,18.54,100903,2,1,1,18
8.79,11.14,127396,0,0,1,12
12.71,15.91,193888,0,0,0,8
9.99,11.16,128781,2,0,0,7
3.52,7.59,78493,0,0,0,7
12.59,18.35,7076,0,0,0,3
12.78,16.11,89697,2,0,1,8
2.23,5.48,67791,1,0,2,15
12.13,24.72,74650,0,0,2,2
12.61,15.84,69962,2,0,1,3
4.82,7.7,19637,1,1,0,11
2.72,3.66,174244,2,1,0,20
