Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Fortuner,2011,5.02,6.52,161692,Diesel,Individual,Manual,1
i20,2020,6.45,13.43,49694,Diesel,Dealer,Automatic,0
WagonR,2017,5.03,10.68,26945,Diesel,Dealer,Automatic,2
i20,2010,2.9,6.32,79930,Electric,Dealer,Manual,0
Fortuner,2023,7.5,9.99,179283,Diesel,Individual,Manual,1
Verna,2009,14.0,17.21,50183,Diesel,Dealer,Automatic,1
Swift,2007,7.38,10.37,72950,CNG,Dealer,Manual,0
Swift,2008,6.17,7.91,146114,Petrol,Individual,Manual,2
Creta,2010,1.95,4.41,173392,Petrol,Dealer,Manual,1
Ertiga,2014,10.77,14.25,34531,Diesel,Individual,Automatic,2
Baleno,2020,21.01,24.81,83106,Petrol,Individual,Automatic,2
Creta,2022,3.84,4.29,86082,Petrol,Dealer,Automatic,0
Ertiga,2023,14.55,23.42,135502,Electric,Dealer,Automatic,2
Verna,2015,14.43,20.07,106637,Electric,Individual,Manual,2
Creta,2018,10.38,18.93,62071,Petrol,Dealer,Automatic,0
Baleno,2010,1.9,4.65,52978,Petrol,Individual,Manual,2
Innova,2013,7.95,14.7,34561,Petrol,Dealer,Automatic,2
WagonR,2019,4.43,6.38,111496,CNG,Dealer,Manual,2
City,2011,2.23,5.44,149061,Electric,Individual,Automatic,0
City,2010,7.47,18.54,21354,Diesel,Individual,Manual,2
Swift,2017,2.87,7.15,30260,CNG,Dealer,Automatic,0
i20,2021,17.2,22.78,149135,Diesel,Individual,Manual,2
Fortuner,2023,8.54,19.88,21370,Electric,Dealer,Automatic,1
City,2012,17.98,21.87,51480,Electric,Dealer,Manual,1
Baleno,2018,14.88,22.8,26837,Electric,Dealer,Automatic,1
Baleno,2008,4.67,8.45,149742,Petrol,Dealer,Manual,0
WagonR,2021,17.34,20.4,57723,Diesel,Dealer,Manual,1
Baleno,2010,10.04,13.14,162309,Electric,Individual,Manual,1
Fortuner,2020,10.05,13.85,29896,CNG,Dealer,Manual,2
City,2022,11.7,14.5,176491,Petrol,Dealer,Automatic,2
Ertiga,2019,15.15,24.04,35612,Petrol,Individual,Automatic,2
i20,2022,12.8,17.15,146824,Electric,Dealer,Manual,2
Fortuner,2009,10.77,18.43,103794,Electric,Dealer,Automatic,2
WagonR,2008,3.03,6.04,122497,Diesel,Individual,Automatic,0
Swift,2024,6.43,9.0,119073,Electric,Individual,Manual,2
Creta,2024,2.49,3.49,75285,Electric,Individual,Automatic,0
Ertiga,2019,10.04,15.63,108902,Petrol,Individual,Automatic,2
WagonR,2020,6.4,8.61,97259,CNG,Individual,Automatic,0
Verna,2021,5.82,7.26,164452,Petrol,Individual,Automatic,0
i20,2014,18.71,21.46,141049,Diesel,Individual,Manual,1
Verna,2014,8.31,20.08,144907,CNG,Dealer,Manual,2
Creta,2021,11.68,20.74,7598,Petrol,Dealer,Manual,1
Verna,2009,14.45,24.15,15245,Petrol,Dealer,Manual,1
City,2022,14.09,21.34,98996,Petrol,Dealer,Manual,1
WagonR,2020,6.56,9.71,146782,Electric,Individual,Manual,2
Innova,2016,4.95,12.15,67013,CNG,Dealer,Manual,0
Fortuner,2011,3.05,4.01,95416,Petrol,Individual,Manual,0
WagonR,2016,7.82,11.52,30451,Diesel,Individual,Automatic,1
Swift,2019,12.12,15.53,136767,Petrol,Individual,Manual,1
Fortuner,2006,2.86,3.69,170418,CNG,Dealer,Manual,0
Verna,2013,20.31,23.22,84433,Diesel,Dealer,Automatic,1
Fortuner,2013,11.98,17.64,115608,CNG,Dealer,Automatic,0
i20,2017,2.81,6.12,38042,Electric,Individual,Manual,1
Creta,2018,17.3,19.9,53296,Petrol,Dealer,Automatic,0
Innova,2011,17.15,23.5,174742,Petrol,Individual,Automatic,1
i20,2020,15.3,22.82,84580,CNG,Dealer,Automatic,1
i20,2010,3.42,5.12,65754,Petrol,Individual,Manual,0
Creta,2014,5.26,10.33,96146,Petrol,Dealer,Manual,1
Baleno,2009,15.13,17.49,28961,Electric,Dealer,Manual,2
Ertiga,2019,10.91,13.88,116568,Diesel,Individual,Automatic,2
Verna,2015,7.45,15.19,49818,Diesel,Individual,Manual,2
i20,2015,4.65,5.23,35318,Electric,Individual,Manual,1
Swift,2007,2.79,4.2,18690,CNG,Individual,Manual,1
i20,2019,8.26,12.99,75580,Diesel,Individual,Manual,1
Verna,2019,17.15,22.22,196837,Petrol,Individual,Manual,1
Verna,2023,6.05,9.61,154704,CNG,Dealer,Manual,1
City,2012,5.7,13.74,145067,Petrol,Dealer,Automatic,0
Ertiga,2007,14.74,18.14,67821,Diesel,Individual,Manual,2
Ertiga,2020,11.39,14.13,50896,Petrol,Individual,Manual,1
Ertiga,2022,7.3,13.45,7527,Electric,Dealer,Automatic,2
Verna,2007,6.16,9.9,37041,Electric,Individual,Manual,1
Ertiga,2012,5.79,13.62,139180,Petrol,Individual,Automatic,2
Innova,2020,5.96,7.14,78194,Petrol,Individual,Automatic,2
WagonR,2017,18.94,23.54,160317,Petrol,Individual,Manual,0
Fortuner,2017,4.13,6.0,163492,Electric,Individual,Automatic,0
Swift,2024,12.67,15.93,158573,Petrol,Dealer,Automatic,1
i20,2012,13.39,15.7,144274,Diesel,Dealer,Manual,2
Verna,2024,6.55,12.01,141856,Diesel,Individual,Automatic,1
WagonR,2021,14.25,20.08,82998,Electric,Individual,Automatic,0
Innova,2022,18.71,23.04,102238,CNG,Individual,Manual,2
Baleno,2008,10.55,21.54,18459,Electric,Individual,Manual,0
Innova,2014,10.53,14.63,54160,Petrol,Individual,Manual,1
Baleno,2023,12.63,14.64,73863,CNG,Dealer,Automatic,1
Baleno,2010,12.93,14.51,107555,Petrol,Dealer,Manual,2
Fortuner,2005,4.35,7.62,136800,Petrol,Dealer,Manual,2
i20,2020,11.48,21.35,25915,Petrol,Dealer,Manual,0
Creta,2019,7.78,13.3,17319,Electric,Individual,Manual,0
Ertiga,2016,2.77,4.97,177226,Petrol,Individual,Manual,2
Baleno,2015,4.35,7.29,181510,Petrol,Dealer,Manual,0
WagonR,2012,11.15,24.09,144627,Electric,Individual,Manual,2
Swift,2015,8.14,10.69,68792,Petrol,Individual,Manual,2
Creta,2008,1.7,3.94,90915,CNG,Dealer,Automatic,0
Ertiga,2017,3.92,4.53,94981,Electric,Dealer,Automatic,1
i20,2009,11.76,23.13,25674,Electric,Dealer,Manual,1
i20,2012,15.47,20.57,20821,CNG,Individual,Manual,1
i20,2014,5.72,12.91,69568,Electric,Individual,Manual,2
Baleno,2020,8.89,15.5,98603,Petrol,Individual,Automatic,0
Creta,2017,10.13,24.04,165810,Diesel,Individual,Automatic,0
Fortuner,2019,2.43,3.62,46525,Electric,Individual,Manual,1
Verna,2012,4.19,9.49,141639,CNG,Dealer,Automatic,0
Innova,2006,20.38,22.65,168434,CNG,Dealer,Automatic,2
i20,2014,5.06,12.01,74625,Petrol,Dealer,Manual,2
City,2022,9.7,15.03,40486,Petrol,Individual,Manual,1
Ertiga,2018,6.58,7.59,40211,Petrol,Individual,Automatic,2
City,2013,10.08,12.97,143639,CNG,Dealer,Manual,2
Fortuner,2018,9.53,15.65,16771,CNG,Dealer,Manual,0
Ertiga,2021,12.86,14.8,77933,Electric,Individual,Automatic,1
i20,2008,17.8,21.82,67162,Electric,Dealer,Automatic,0
Fortuner,2019,3.63,8.85,56523,Petrol,Dealer,Automatic,1
Ertiga,2006,5.19,7.47,59595,Petrol,Individual,Manual,2
City,2020,11.23,12.75,99147,Diesel,Dealer,Automatic,1
Swift,2020,5.76,12.89,70816,Petrol,Dealer,Automatic,0
Creta,2021,18.73,21.17,114872,Diesel,Individual,Manual,1
Baleno,2013,17.52,20.33,15359,Diesel,Dealer,Manual,2
Creta,2006,11.83,18.93,98349,Petrol,Individual,Automatic,0
WagonR,2005,2.75,4.25,185916,CNG,Dealer,Manual,0
Baleno,2013,9.16,11.17,67966,Petrol,Individual,Automatic,0
Innova,2009,4.15,6.17,77626,Petrol,Individual,Manual,2
Creta,2017,14.86,24.63,155558,Diesel,Individual,Manual,1
Verna,2014,11.15,20.46,53633,Diesel,Dealer,Automatic,0
City,2008,6.28,14.74,168016,CNG,Individual,Automatic,0
Ertiga,2017,3.14,7.73,129489,Electric,Individual,Manual,0
City,2009,14.04,20.14,13335,Electric,Individual,Manual,0
WagonR,2023,9.61,10.93,112287,Petrol,Dealer,Automatic,1
Innova,2020,7.01,16.31,12870,Diesel,Dealer,Automatic,2
Innova,2005,1.81,3.57,125951,Petrol,Dealer,Manual,2
Ertiga,2019,3.08,6.78,29516,Electric,Dealer,Automatic,0
Verna,2017,6.39,13.9,53663,CNG,Individual,Automatic,0
Baleno,2020,3.66,5.44,48826,Electric,Dealer,Automatic,1
Creta,2014,7.48,8.39,19101,Diesel,Individual,Automatic,0
Swift,2010,7.91,10.93,29338,Diesel,Individual,Manual,0
Swift,2023,4.21,8.94,26569,CNG,Individual,Automatic,1
Creta,2010,5.68,11.27,10925,Electric,Individual,Automatic,0
Innova,2012,14.08,23.3,128292,CNG,Dealer,Manual,1
i20,2016,14.67,21.2,99133,Petrol,Individual,Manual,0
Ertiga,2008,2.43,5.34,179958,Petrol,Dealer,Automatic,2
WagonR,2017,13.49,24.85,189318,Electric,Individual,Automatic,2
Creta,2018,15.05,20.41,139662,Diesel,Individual,Automatic,0
Verna,2005,7.78,14.0,75578,Petrol,Dealer,Automatic,2
Swift,2022,11.13,24.48,152994,Electric,Individual,Manual,0
Ertiga,2018,5.79,9.62,18199,Diesel,Individual,Manual,0
Ertiga,2015,16.45,24.55,78033,Electric,Individual,Automatic,0
Ertiga,2021,4.45,6.47,63720,Electric,Individual,Automatic,1
Creta,2010,3.03,6.26,7550,Diesel,Individual,Manual,0
City,2016,19.19,22.86,5390,Petrol,Dealer,Manual,0
Fortuner,2022,11.49,14.42,70186,Electric,Dealer,Manual,2
WagonR,2005,2.11,3.07,141601,Petrol,Dealer,Automatic,0
Baleno,2017,14.18,20.56,11066,Electric,Dealer,Manual,0
WagonR,2020,5.73,7.43,124733,Electric,Dealer,Automatic,0
Baleno,2022,11.27,20.49,93300,Electric,Individual,Automatic,1
WagonR,2012,3.35,3.89,11044,CNG,Dealer,Manual,1
Innova,2008,18.47,22.59,194533,Petrol,Dealer,Manual,1
Verna,2007,12.7,17.57,150567,CNG,Dealer,Automatic,0
Swift,2005,5.75,7.16,73098,Petrol,Individual,Manual,1
i20,2012,3.78,9.11,112771,Electric,Individual,Automatic,2
Swift,2013,13.65,21.99,118231,Petrol,Dealer,Manual,1
Baleno,2005,16.34,20.82,190162,Diesel,Dealer,Manual,2
Creta,2019,14.25,16.12,80755,Electric,Dealer,Manual,2
i20,2016,9.09,14.02,23357,Diesel,Individual,Manual,1
City,2011,10.55,12.05,46882,CNG,Individual,Manual,0
Ertiga,2014,2.2,4.92,167465,Diesel,Individual,Manual,2
i20,2008,12.93,18.11,23204,CNG,Dealer,Automatic,2
WagonR,2017,2.38,5.52,13311,Diesel,Dealer,Manual,1
Ertiga,2018,5.3,11.98,19098,Diesel,Dealer,Automatic,0
Creta,2005,2.49,4.97,51079,Electric,Dealer,Automatic,0
i20,2009,3.19,3.65,74334,Petrol,Individual,Automatic,1
Verna,2015,6.8,7.94,196499,CNG,Individual,Manual,1
City,2010,13.81,22.66,120292,CNG,Individual,Manual,0
Innova,2024,1.99,4.94,67022,Diesel,Individual,Automatic,0
Baleno,2013,7.19,8.17,151363,Electric,Individual,Manual,0
Innova,2015,9.1,19.65,183097,Diesel,Individual,Automatic,0
Fortuner,2021,8.74,11.62,114656,CNG,Individual,Manual,0
Fortuner,2013,20.69,24.64,167896,Electric,Individual,Automatic,1
Swift,2019,10.2,21.26,178641,Diesel,Individual,Manual,0
Verna,2018,19.64,24.45,33535,Electric,Individual,Manual,0
Verna,2012,7.97,9.89,76270,Petrol,Individual,Automatic,2
i20,2017,7.15,15.05,33957,Electric,Individual,Automatic,0
Fortuner,2016,3.53,8.65,50106,CNG,Individual,Manual,0
City,2008,11.48,17.75,165552,Petrol,Dealer,Automatic,0
City,2005,11.3,21.86,117468,CNG,Individual,Manual,2
Fortuner,2007,10.14,14.62,77673,Petrol,Individual,Automatic,1
Swift,2005,8.6,10.64,30779,Diesel,Dealer,Manual,1
Creta,2014,3.22,7.31,78129,Diesel,Dealer,Manual,2
Ertiga,2017,3.18,4.12,165248,Electric,Dealer,Manual,1
Ertiga,2009,3.76,5.21,196360,Electric,Dealer,Manual,0
WagonR,2010,2.19,4.37,188203,Electric,Dealer,Manual,0
Innova,2013,1.87,3.71,8461,Petrol,Dealer,Manual,2
Ertiga,2020,15.78,19.45,159584,Electric,Dealer,Manual,2
i20,2017,17.52,22.45,45786,Petrol,Individual,Manual,2
Ertiga,2014,13.68,21.6,171758,CNG,Individual,Manual,2
i20,2008,2.68,4.69,119700,Diesel,Dealer,Manual,1
Innova,2010,12.74,15.28,182208,Petrol,Individual,Manual,1
Baleno,2024,10.13,19.73,192448,Electric,Dealer,Automatic,0
Innova,2022,14.36,18.19,34115,Diesel,Dealer,Manual,2
Fortuner,2024,16.01,22.34,159161,CNG,Individual,Automatic,0
Swift,2022,6.03,7.36,93826,Electric,Individual,Manual,0
Ertiga,2010,8.38,20.56,148400,CNG,Individual,Automatic,2
Verna,2006,1.75,3.32,175742,Diesel,Dealer,Manual,1
Swift,2010,3.91,6.57,36861,Electric,Individual,Automatic,1
Innova,2013,4.83,11.77,128773,CNG,Dealer,Automatic,2
Creta,2008,6.29,8.41,100597,Petrol,Individual,Manual,2
Fortuner,2008,17.41,21.45,83169,Petrol,Dealer,Automatic,0
Ertiga,2011,6.54,7.35,17168,CNG,Dealer,Automatic,0
Verna,2008,11.46,16.64,63230,CNG,Dealer,Manual,0
WagonR,2005,7.41,9.63,33085,Petrol,Dealer,Automatic,0
Fortuner,2006,5.34,6.24,101547,Electric,Individual,Automatic,2
WagonR,2014,6.13,11.89,69243,CNG,Dealer,Automatic,2
Baleno,2007,2.07,5.06,90420,CNG,Individual,Automatic,1
Baleno,2009,10.94,13.79,158408,CNG,Individual,Manual,2
Baleno,2015,4.71,10.06,34141,Electric,Individual,Automatic,0
Innova,2009,6.38,8.15,102547,Petrol,Individual,Automatic,1
WagonR,2009,4.77,11.28,172638,Electric,Dealer,Manual,2
Fortuner,2017,2.71,3.41,82499,CNG,Individual,Automatic,1
Baleno,2019,2.64,6.11,98874,Petrol,Individual,Manual,0
Verna,2021,7.82,13.2,99805,Electric,Dealer,Automatic,2
City,2006,4.34,7.76,132579,Petrol,Dealer,Automatic,1
Innova,2007,17.69,21.49,136925,Diesel,Individual,Manual,0
Fortuner,2023,5.34,6.8,73042,Electric,Dealer,Automatic,0
Innova,2022,12.9,14.36,83710,Electric,Individual,Automatic,0
Creta,2005,9.49,12.8,103893,Electric,Dealer,Manual,1
Creta,2011,12.11,18.99,110090,CNG,Dealer,Manual,2
Fortuner,2018,13.29,18.88,129566,Petrol,Individual,Automatic,2
i20,2012,3.9,6.88,186907,Diesel,Individual,Manual,1
Innova,2005,14.24,18.12,163330,Diesel,Individual,Manual,1
Swift,2024,19.07,21.78,117476,CNG,Dealer,Automatic,1
Innova,2019,2.78,4.27,129174,Electric,Individual,Automatic,1
Swift,2010,8.74,12.6,25178,Diesel,Individual,Manual,0
Creta,2020,5.9,7.62,110497,Electric,Dealer,Manual,0
Baleno,2010,3.25,6.86,173680,Petrol,Dealer,Automatic,1
Baleno,2020,10.94,12.37,36638,Electric,Dealer,Manual,1
Verna,2010,9.71,16.57,147395,CNG,Individual,Manual,0
WagonR,2016,5.62,6.87,32149,Petrol,Dealer,Manual,0
WagonR,2005,20.43,22.77,113320,Petrol,Dealer,Automatic,0
Ertiga,2017,3.83,8.91,25298,Petrol,Dealer,Automatic,1
City,2005,13.97,23.28,26072,Electric,Dealer,Automatic,2
City,2005,16.4,23.71,81337,Diesel,Individual,Automatic,0
Baleno,2013,15.96,23.17,103758,Electric,Dealer,Automatic,1
City,2018,9.88,24.54,150544,Petrol,Individual,Automatic,1
WagonR,2006,4.56,6.44,96696,CNG,Dealer,Manual,2
Innova,2024,5.97,7.95,126115,Diesel,Dealer,Manual,2
Swift,2008,12.11,21.09,63250,CNG,Individual,Manual,0
i20,2018,11.24,18.81,123636,Diesel,Individual,Manual,2
Verna,2014,7.52,10.83,58846,CNG,Dealer,Automatic,2
Swift,2005,8.72,14.12,148165,Electric,Individual,Automatic,1
Baleno,2005,2.73,6.73,148036,Diesel,Dealer,Manual,0
City,2007,19.25,22.89,83457,Petrol,Individual,Automatic,2
Creta,2023,11.85,23.11,158296,CNG,Dealer,Manual,0
Baleno,2010,1.64,3.14,48980,Petrol,Dealer,Automatic,2
City,2015,4.83,10.57,20565,CNG,Individual,Automatic,2
Ertiga,2006,5.5,7.97,111121,CNG,Dealer,Manual,0
Fortuner,2011,18.35,22.25,82212,Diesel,Individual,Manual,0
Ertiga,2022,2.78,3.59,152935,Diesel,Dealer,Manual,1
i20,2013,2.14,4.99,156987,Electric,Individual,Manual,0
Baleno,2008,3.69,6.14,135131,Electric,Individual,Automatic,2
Fortuner,2016,7.77,9.11,22187,Diesel,Individual,Manual,2
Baleno,2011,16.24,22.84,94626,Diesel,Dealer,Automatic,1
City,2007,11.84,18.47,31181,Electric,Dealer,Automatic,1
Fortuner,2020,8.27,10.01,180054,CNG,Individual,Manual,0
City,2005,10.4,22.59,116600,Petrol,Dealer,Manual,2
Verna,2022,19.13,22.85,87681,Petrol,Dealer,Manual,2
i20,2008,2.26,4.38,186163,CNG,Dealer,Automatic,0
Baleno,2013,3.43,7.62,41588,CNG,Dealer,Manual,2
Creta,2019,8.62,13.67,160000,CNG,Individual,Manual,1
Ertiga,2013,19.41,21.92,45193,Diesel,Individual,Automatic,2
Swift,2022,10.0,20.41,159848,CNG,Individual,Automatic,0
City,2018,11.28,13.84,105192,Diesel,Dealer,Manual,2
i20,2023,14.26,24.7,117721,Petrol,Dealer,Automatic,1
Ertiga,2022,9.48,17.64,118584,CNG,Individual,Manual,2
Innova,2022,5.08,6.78,89053,Diesel,Individual,Manual,0
WagonR,2021,4.09,8.85,131420,Diesel,Individual,Automatic,0
Fortuner,2015,15.24,19.22,26011,Diesel,Dealer,Manual,0
i20,2016,2.13,3.19,32863,Electric,Dealer,Automatic,1
Verna,2010,10.52,15.15,54467,Diesel,Dealer,Manual,0
WagonR,2010,3.73,8.41,76703,Diesel,Dealer,Manual,2
Creta,2018,7.26,11.68,186829,Electric,Individual,Manual,1
i20,2015,18.7,21.22,18792,Electric,Dealer,Manual,0
City,2020,8.98,21.39,174611,Petrol,Dealer,Manual,2
Creta,2012,5.62,8.4,57636,Diesel,Dealer,Automatic,1
Swift,2007,2.51,4.91,160159,Petrol,Individual,Manual,2
Fortuner,2009,5.51,13.15,177772,CNG,Individual,Manual,2
Fortuner,2018,13.56,21.28,19389,Diesel,Individual,Automatic,0
WagonR,2021,7.57,18.69,97795,CNG,Dealer,Automatic,0
Fortuner,2011,5.58,8.97,28627,Diesel,Dealer,Manual,0
WagonR,2011,8.25,20.3,35059,CNG,Individual,Manual,1
Fortuner,2014,4.56,6.02,57441,CNG,Individual,Automatic,0
Fortuner,2011,8.32,13.11,126614,CNG,Individual,Automatic,0
WagonR,2018,17.4,21.89,59638,CNG,Dealer,Manual,1
i20,2018,11.72,20.79,129094,Petrol,Individual,Manual,0
Verna,2020,8.22,16.63,153014,Diesel,Dealer,Manual,1
Verna,2022,4.17,7.82,85649,Petrol,Individual,Manual,0
Ertiga,2013,8.46,10.6,92881,Electric,Individual,Automatic,2
i20,2005,5.22,6.64,81918,Diesel,Individual,Manual,1
Creta,2022,11.53,15.49,78629,Diesel,Individual,Automatic,0
City,2005,17.12,24.54,5842,CNG,Individual,Automatic,2
City,2013,5.22,6.84,107449,CNG,Dealer,Manual,2
Fortuner,2012,7.16,13.49,25356,Petrol,Individual,Automatic,2
Ertiga,2018,9.82,19.21,81965,CNG,Individual,Manual,1
Innova,2006,5.17,11.72,103350,CNG,Individual,Automatic,1
Fortuner,2019,4.58,5.89,106633,Petrol,Individual,Automatic,2
WagonR,2007,11.16,14.43,140667,Petrol,Dealer,Manual,1
Baleno,2020,16.07,23.34,48761,Petrol,Individual,Automatic,0
Verna,2019,10.25,17.3,152350,Diesel,Individual,Automatic,1
City,2006,5.36,10.42,14569,Electric,Individual,Automatic,2
Innova,2021,5.02,8.4,12090,Diesel,Dealer,Automatic,1
Creta,2008,7.4,15.06,40557,Electric,Individual,Automatic,2
Ertiga,2013,8.19,20.07,166037,Electric,Individual,Automatic,0
Swift,2021,13.78,19.72,182275,Electric,Individual,Manual,2
Ertiga,2018,6.05,7.5,183189,Electric,Individual,Manual,2
Swift,2015,11.55,20.57,172164,CNG,Dealer,Manual,0
Fortuner,2019,3.55,4.29,174846,Petrol,Individual,Automatic,0
Baleno,2018,9.51,11.6,53973,Electric,Dealer,Manual,1
Ertiga,2011,16.41,23.76,157100,Petrol,Dealer,Automatic,0
City,2022,3.59,6.39,189137,Diesel,Individual,Manual,1
Creta,2005,10.4,14.75,85730,Electric,Individual,Manual,0
City,2011,12.55,18.8,160021,Petrol,Dealer,Automatic,1
WagonR,2024,9.86,18.23,34610,Electric,Individual,Manual,1
Ertiga,2024,3.96,6.95,166724,Electric,Dealer,Manual,1
Verna,2013,11.99,24.92,144067,Diesel,Individual,Manual,0
Baleno,2009,14.95,20.22,186859,Electric,Dealer,Automatic,1
Fortuner,2021,13.0,21.92,6462,CNG,Dealer,Manual,1
Verna,2021,7.12,15.76,18580,Diesel,Dealer,Automatic,0
Swift,2011,10.82,23.67,17158,Diesel,Individual,Automatic,0
Ertiga,2019,9.29,22.36,58369,Petrol,Dealer,Automatic,0
Fortuner,2017,4.41,6.3,48412,Diesel,Individual,Automatic,2
Swift,2015,14.28,19.55,12914,Electric,Dealer,Automatic,2
Baleno,2010,12.25,17.11,127402,Petrol,Individual,Manual,1
Fortuner,2023,12.65,18.08,193542,Petrol,Dealer,Automatic,1
Creta,2017,2.46,5.91,151137,Petrol,Dealer,Manual,1
Fortuner,2006,15.23,16.98,50935,Diesel,Individual,Automatic,1
Creta,2011,6.01,10.17,160939,CNG,Individual,Automatic,0
Creta,2007,5.36,6.93,197881,CNG,Dealer,Automatic,0
Creta,2018,7.18,16.13,158502,Diesel,Individual,Automatic,0
Fortuner,2005,4.81,7.02,74798,Petrol,Dealer,Automatic,2
i20,2019,1.57,3.02,81977,Diesel,Individual,Manual,1
Baleno,2016,4.17,7.89,116388,Electric,Individual,Automatic,2
Verna,2005,19.82,24.36,109885,Diesel,Dealer,Automatic,2
i20,2023,6.79,12.94,135655,CNG,Individual,Automatic,0
Fortuner,2011,14.82,24.14,65508,Electric,Individual,Automatic,1
WagonR,2023,3.19,4.62,102735,Electric,Dealer,Manual,2
Fortuner,2006,16.81,23.93,53757,Diesel,Dealer,Automatic,2
Baleno,2024,3.55,5.83,105619,Electric,Individual,Manual,0
WagonR,2016,9.65,11.29,159667,Diesel,Dealer,Manual,1
Innova,2022,13.0,19.17,109809,Electric,Individual,Manual,1
Ertiga,2018,1.71,3.27,36829,Diesel,Dealer,Automatic,2
City,2012,3.58,5.1,57466,Petrol,Dealer,Manual,1
Swift,2005,1.99,3.65,22432,Electric,Individual,Manual,2
City,2007,18.53,24.04,84943,Petrol,Individual,Manual,0
WagonR,2014,3.69,5.6,58510,Electric,Individual,Manual,2
Ertiga,2022,9.28,13.34,13695,Electric,Individual,Automatic,1
Creta,2010,16.82,19.33,179883,CNG,Dealer,Automatic,2
City,2009,2.18,4.22,52880,Petrol,Individual,Automatic,1
Verna,2024,16.88,23.73,31818,Electric,Dealer,Manual,2
Baleno,2016,9.95,11.85,39526,Electric,Individual,Manual,2
Ertiga,2005,7.78,12.87,112083,Electric,Individual,Automatic,0
Verna,2014,12.03,21.69,6763,Electric,Individual,Manual,2
Innova,2010,7.28,10.0,24016,CNG,Individual,Manual,0
Creta,2006,6.94,13.92,134988,Petrol,Individual,Automatic,0
Creta,2012,9.54,12.22,155889,Petrol,Dealer,Automatic,2
Ertiga,2023,11.23,16.15,23607,Electric,Dealer,Manual,1
Verna,2006,3.53,7.18,196827,CNG,Individual,Automatic,1
Swift,2022,10.61,16.4,76023,Electric,Individual,Manual,0
Innova,2015,18.42,24.7,6346,Electric,Individual,Manual,2
Ertiga,2007,8.47,20.3,170117,CNG,Dealer,Automatic,2
WagonR,2012,20.08,24.14,48636,CNG,Dealer,Automatic,1
Baleno,2017,3.03,7.24,72054,CNG,Dealer,Automatic,1
Baleno,2022,14.84,19.32,196081,CNG,Individual,Automatic,1
Baleno,2024,6.1,11.63,100877,Electric,Dealer,Automatic,1
Swift,2005,2.85,4.11,7964,CNG,Individual,Automatic,0
City,2022,8.15,9.08,9816,Diesel,Dealer,Manual,2
Creta,2005,10.63,17.98,159289,Petrol,Dealer,Automatic,2
Swift,2022,8.42,11.79,78059,Electric,Dealer,Manual,1
Fortuner,2015,3.68,6.46,187927,CNG,Individual,Manual,0
Swift,2012,4.91,10.54,114451,Diesel,Individual,Automatic,1
Fortuner,2005,11.96,14.07,137966,Electric,Dealer,Automatic,0
WagonR,2024,5.08,6.7,183126,Petrol,Individual,Manual,0
Fortuner,2007,5.95,7.39,43078,Petrol,Dealer,Automatic,2
Creta,2013,6.43,15.18,152030,Electric,Dealer,Manual,2
Verna,2008,3.28,5.45,177018,Electric,Dealer,Manual,0
Innova,2015,5.89,7.97,128308,Electric,Individual,Automatic,2
Swift,2013,7.13,9.52,195423,Diesel,Dealer,Manual,1
WagonR,2007,7.6,9.36,24248,CNG,Dealer,Automatic,1
Fortuner,2020,9.64,20.69,112000,Diesel,Dealer,Automatic,2
Swift,2023,6.56,11.27,5727,Diesel,Individual,Manual,2
Ertiga,2022,5.65,9.63,39010,Electric,Dealer,Manual,1
Swift,2021,10.22,11.83,91676,Electric,Dealer,Manual,1
Creta,2017,4.83,8.25,7192,Petrol,Individual,Automatic,0
City,2024,6.08,14.99,36636,Petrol,Dealer,Manual,0
Swift,2012,9.94,17.06,42529,CNG,Individual,Manual,2
WagonR,2011,15.48,19.88,125604,Electric,Individual,Manual,0
Swift,2023,15.29,17.28,53935,Petrol,Individual,Manual,0
i20,2019,9.25,10.67,134236,CNG,Individual,Manual,0
Verna,2015,8.19,9.29,150971,CNG,Individual,Manual,2
Baleno,2007,4.11,5.74,9270,Electric,Individual,Automatic,2
Fortuner,2011,7.21,9.23,79184,Electric,Dealer,Manual,2
Swift,2016,4.45,6.29,134321,CNG,Individual,Automatic,0
Fortuner,2012,10.98,24.33,112056,Diesel,Individual,Automatic,0
Creta,2019,2.69,3.23,122678,Electric,Individual,Manual,0
i20,2011,6.28,10.77,21485,Petrol,Dealer,Automatic,0
Baleno,2005,3.32,4.49,65397,Electric,Individual,Manual,1
Swift,2018,2.6,4.19,143034,CNG,Dealer,Manual,1
Verna,2014,3.23,4.65,69302,Electric,Individual,Manual,2
City,2017,18.78,24.31,196869,Petrol,Individual,Automatic,2
Baleno,2006,4.62,10.02,125647,Electric,Individual,Automatic,2
Baleno,2017,8.92,15.78,117639,Diesel,Dealer,Automatic,2
Innova,2024,10.21,13.89,169417,Electric,Dealer,Automatic,2
Innova,2019,3.61,4.08,53689,Electric,Dealer,Automatic,0
Creta,2005,14.13,20.73,31282,Petrol,Individual,Automatic,1
WagonR,2012,5.79,7.77,42658,Electric,Dealer,Manual,0
Swift,2023,13.59,24.96,111134,Diesel,Dealer,Automatic,0
WagonR,2010,12.31,20.94,125635,Diesel,Individual,Manual,1
Creta,2020,20.11,23.21,168040,Diesel,Individual,Manual,0
Baleno,2009,3.39,8.24,52804,CNG,Dealer,Manual,1
